"sep=;"
URL;Title;Subtitle;Category;Price;Reviews;Rating;5 stars;4 stars;3 stars;2 stars;1 star;Installs;LastUpdated;RequiredAndroidVersion;CommentRating;Comment
https://play.google.com/store/apps/details?id=edu.apollogrp.android.classroom.activity&hl=en;University of Phoenix Mobile;University of Phoenix;Education;FREE;7,881;4,1;4,535;1,416;872;425;633;2.5M;September 3, 2015;500,000+;4;I+really+like+this+app.+im+a+student+%40+the+UOP+%26+this+really+helps+to+keep+track+of+everything.+But+the+only+thing+I+have+an+issue+with+is+that+it+doesn%27t+let+you+view+class+messages.+Some+teachers+post+DQ%27s+to+the+classroom+messages+tab+and+it+would+be+nice+if+we+could+get+their+via+our+mobile+devi...%0AFull+Review; 
https://play.google.com/store/apps/details?id=edu.apollogrp.android.classroom.activity&hl=en;University of Phoenix Mobile;University of Phoenix;Education;FREE;7,881;4,1;4,535;1,416;872;425;633;2.5M;September 3, 2015;500,000+;3;It%27s+OK.+It+helps+out+for+seeing+and+replying+to+o+messages+on+the+go%2C+but+you+can%27t+access+any+course+materials+through+the+app.+So+doing+any+sort+of+homework+with+the+app+can%27t+happen.+If+they+spend+more+time+giving+the+app+more+capability%2C+it+would+help+out+a+lot.+I+should+be+able+to+do+everyth...%0AFull+Review; 
https://play.google.com/store/apps/details?id=edu.apollogrp.android.classroom.activity&hl=en;University of Phoenix Mobile;University of Phoenix;Education;FREE;7,881;4,1;4,535;1,416;872;425;633;2.5M;September 3, 2015;500,000+;5;University+of+Phoenix+is+an+excellent+educational+mobile+application.+If+Internet+is+available%2C+the+option+to+do+school+work+is+possible.+That+includes+a+coffee+house.+You+can+create+rough+draft+responses+or+replies.+Review+them+and+edit%2C+if+needed%2C+before+final+upload.+I+did+3+days+of+responses%2C+r...%0AFull+Review; 
https://play.google.com/store/apps/details?id=edu.apollogrp.android.classroom.activity&hl=en;University of Phoenix Mobile;University of Phoenix;Education;FREE;7,881;4,1;4,535;1,416;872;425;633;2.5M;September 3, 2015;500,000+;4;I+like+the+convenience%2C+but+I+don%27t+like+how+it+glitches+when+you+go+back+to+correct+something+being+typed.+The+system+kicks+you+out+and+does+not+save+your+writing.+I+also+am+not+able+to+view+electronic+reading+reviews+and+some+videos+do+not+show+it+only+has+sound.+Lastly%2C+I+was+able+to+get+notifica...%0AFull+Review; 
https://play.google.com/store/apps/details?id=edu.apollogrp.android.classroom.activity&hl=en;University of Phoenix Mobile;University of Phoenix;Education;FREE;7,881;4,1;4,535;1,416;872;425;633;2.5M;September 3, 2015;500,000+;3;Because+my+class+is+on+campus+and+I+don%27t+physically+start+until+Wednesday%2C+I%27m+am+going+to+give+3+stars.+I+was+able+to+access+all+the+content+from+the+workshop+I+did+but+I+can%27t+access+my+class+material.+I+would+love+to+be+able+to+sit+on+my+couch+or+in+a+nice+setting%2C+as+suggested+in+my+reading+m...%0AFull+Review; 
https://play.google.com/store/apps/details?id=edu.apollogrp.android.classroom.activity&hl=en;University of Phoenix Mobile;University of Phoenix;Education;FREE;7,881;4,1;4,535;1,416;872;425;633;2.5M;September 3, 2015;500,000+;4;Initially+this+app+was+performing+excellently%2C+although%2C+there+are+a+few+syllabus+courses+and+eBooks+that+could+not+be+loaded+due+to+outside+avenues+where+they+have+to+be+performed+on+a+non-mobile+device.+As+of+recently%2C+the+app+no+longer+loads+and+it+says+it+cannot+reach+the+server+with+every+atte...%0AFull+Review; 
https://play.google.com/store/apps/details?id=edu.apollogrp.android.classroom.activity&hl=en;University of Phoenix Mobile;University of Phoenix;Education;FREE;7,881;4,1;4,535;1,416;872;425;633;2.5M;September 3, 2015;500,000+;3;The+app+is+good+but+it+doesn%27t+support+all+of+the+video+and+Gamescape+assignments.+I+have+bought+more+tablets+and+laptops+to+accommodate+these+classes+and+finally+just+bought+a+2-in-1+because+the+work+I+need+to+be+able+to+work+on+while+on+the+go+isn%27t+supported+by+Phoenix+for+Android+phones.+Neither...%0AFull+Review; 
https://play.google.com/store/apps/details?id=edu.apollogrp.android.classroom.activity&hl=en;University of Phoenix Mobile;University of Phoenix;Education;FREE;7,881;4,1;4,535;1,416;872;425;633;2.5M;September 3, 2015;500,000+;1;I+have+no+complaints.+This+app+works%21+I+referred+it+to+fellow+classmates+and+so+far+nobody+has+reported+any+issues.+Thanks%21+Highly+recommend+7%2F10%2F15%3F+*update*+For+the+past+few+weeks+this+app+has+been+a+serious+pain.+Uninstalling.+Fix+issues...%0AFull+Review; 
https://play.google.com/store/apps/details?id=edu.apollogrp.android.classroom.activity&hl=en;University of Phoenix Mobile;University of Phoenix;Education;FREE;7,881;4,1;4,535;1,416;872;425;633;2.5M;September 3, 2015;500,000+;3;Helps+to+be+able+to+view+class+items+quickly%2C+but+can+be+hard+to+maneuver+through+the+posts.+A+benefit+to+help+keep+in+the+loop+on+team+projects%2C+when+not+home.+Came+here+to+see+if+there+is+an+update.+Not+getting+most+notifications.; 
https://play.google.com/store/apps/details?id=edu.apollogrp.android.classroom.activity&hl=en;University of Phoenix Mobile;University of Phoenix;Education;FREE;7,881;4,1;4,535;1,416;872;425;633;2.5M;September 3, 2015;500,000+;1;I+truly+loved+this+because+i+have+a+very+busy+schedule+and+im+constantly+on+the+go.+This+app+allowed+me+to+get+assignments+done+and+reading+while+out+and+about.+I+now+cant+even+get+into+the+app+at+all+which+is+a+huge+disappointment.+Please+fix+the+errors.; 
